dataset,model,seed,scarcity_fraction,training_pool_size,retained_size,synthetic_size,generator_seconds,fit_seconds,roc_auc,precision,recall,f1,accuracy,average_precision
diabetes,random_forest,4,0.1,202944,20294,182650,16.6441960000011,62.8473761999994,0.783492621790936,0.51357220412595,0.0669118687225916,0.118397997496871,0.86116367076632,0.35375750597414
diabetes,logistic_regression,4,0.05,202944,10147,192797,13.0294333000056,1.37336720000167,0.815714818935212,0.576517150395778,0.0618192106379969,0.111664750223585,0.862957269000315,0.390453880044309
diabetes,random_forest,4,0.05,202944,10147,192797,13.0294333000056,64.3973915999959,0.783596155516967,0.538022813688213,0.0800679021077946,0.139391700529491,0.862247713654998,0.356364176047954
diabetes,logistic_regression,4,0.01,202944,2029,200915,11.2128789999988,1.41458000000421,0.808566375438067,0,0,0,0.860670923998739,0.383647004214413
diabetes,random_forest,4,0.01,202944,2029,200915,11.2128789999988,68.1162685000018,0.741715026922705,0.447293447293447,0.0222096477578158,0.0423180592991914,0.859941658782718,0.295481634885097
diabetes,logistic_regression,5,0.5,202944,101472,101472,40.8345829000027,1.48306020000018,0.821684546236112,0.591104734576757,0.058282642523695,0.106103528199845,0.863174077578051,0.402129252958279
diabetes,random_forest,5,0.5,202944,101472,101472,40.8345829000027,63.6810570999951,0.784672794178234,0.470859780727063,0.115433583250813,0.185412406271302,0.858680227057711,0.347508896049752
diabetes,logistic_regression,5,0.25,202944,50736,152208,27.1079614999981,1.48774299999786,0.821048044965029,0.583441138421734,0.0637996887820059,0.115021678143331,0.863213497319458,0.399586246646668
diabetes,random_forest,5,0.25,202944,50736,152208,27.1079614999981,64.281822099998,0.777729330224067,0.485672299779574,0.0935068609421418,0.156820877817319,0.859902239041312,0.344527171684405
diabetes,logistic_regression,5,0.1,202944,20294,182650,17.4593784999961,1.83687370000553,0.809955304718215,0.580993520518359,0.0380534729098882,0.0714285714285714,0.862149164301482,0.381158687258745
diabetes,random_forest,5,0.1,202944,20294,182650,17.4593784999961,65.3881191000037,0.772127295213431,0.474474474474474,0.0894044419295516,0.150458278776336,0.859330652790918,0.335815127977666
diabetes,logistic_regression,5,0.05,202944,10147,192797,13.4860155999995,1.46685550000257,0.810707549691029,0.516349809885932,0.0960531899844391,0.161975190839695,0.861518448438978,0.379028552164085
diabetes,random_forest,5,0.05,202944,10147,192797,13.4860155999995,65.3306064999997,0.770676094733252,0.441428571428571,0.0874239637855425,0.145944031172512,0.857438505203406,0.327109038353919
diabetes,logistic_regression,5,0.01,202944,2029,200915,11.2937598999997,1.35990339999989,0.809515207822776,0.457724425887265,0.24812561889942,0.321805338959728,0.854284925890886,0.37987177199891
diabetes,random_forest,5,0.01,202944,2029,200915,11.2937598999997,64.9017980999997,0.783179940802708,0.481572481572482,0.138633470080634,0.215289982425308,0.859192683695995,0.355034184289596
diabetes,logistic_regression,6,0.5,202944,101472,101472,41.976902800001,13.7071868000057,0.822085645071725,0.58761329305136,0.0550289998585373,0.100633811926012,0.862957269000315,0.407399784437682
diabetes,random_forest,6,0.5,202944,101472,101472,41.976902800001,63.4049258000014,0.782843703211055,0.493882807469414,0.108501909746782,0.177916956622593,0.860296436455377,0.351558473106147
diabetes,logistic_regression,6,0.25,202944,50736,152208,26.7229015999983,1.38617089999752,0.819513541933733,0.606060606060606,0.00848776347432452,0.0167410714285714,0.861084831283507,0.40272177098458
diabetes,random_forest,6,0.25,202944,50736,152208,26.7229015999983,65.1668672999949,0.772773314369525,0.475133214920071,0.0756825576460603,0.130567419158023,0.859567171239357,0.335600622343613
diabetes,logistic_regression,6,0.1,202944,20294,182650,17.8141364000039,1.70559499999945,0.815397217025496,0.475,0.00268779176686943,0.00534533689689126,0.860631504257332,0.393972622041136
diabetes,random_forest,6,0.1,202944,20294,182650,17.8141364000039,66.287840099998,0.752493414558191,0.405555555555556,0.041307115575046,0.0749775324175119,0.857990381583097,0.303456744616445
diabetes,logistic_regression,6,0.05,202944,10147,192797,14.3284457000045,1.39706070000102,0.80697738105727,0.480555555555556,0.195784410807752,0.278218916474017,0.858463418479975,0.380125576024683
diabetes,random_forest,6,0.05,202944,10147,192797,14.3284457000045,64.1643727000046,0.775696173275371,0.468885672937771,0.137501768284057,0.2126449354627,0.85812835067802,0.341345645306912
diabetes,logistic_regression,6,0.01,202944,2029,200915,10.1875338999962,1.81366260000505,0.790434240804493,0.441833941605839,0.27401329749611,0.338251986379115,0.850618889940082,0.360422901190451
diabetes,random_forest,6,0.01,202944,2029,200915,10.1875338999962,62.9309511999963,0.767884283303405,0.447991391678623,0.176686942990522,0.253423962666126,0.854955061494797,0.334247262659279
diabetes,logistic_regression,7,0.5,202944,101472,101472,40.2038218000016,1.58848500000022,0.819170843000468,0.599229287090559,0.0439949073419154,0.0819715340010543,0.862701040681173,0.399393319935925
diabetes,random_forest,7,0.5,202944,101472,101472,40.2038218000016,63.737876500003,0.779625446474413,0.480553724456163,0.103126326213043,0.169811320754717,0.859508041627247,0.344318341447036
diabetes,logistic_regression,7,0.25,202944,50736,152208,26.0166284000006,1.60328200000367,0.803083087219498,0.916666666666667,0.00311217994058566,0.00620329902720993,0.861065121412804,0.373489235358998
diabetes,random_forest,7,0.25,202944,50736,152208,26.0166284000006,65.7371813999998,0.778624055149464,0.476977567886659,0.114301881454237,0.184411731142303,0.859133554083885,0.344354593780056
diabetes,logistic_regression,7,0.1,202944,20294,182650,16.3203375000012,1.35404630000266,0.815799550140955,0.596638655462185,0.0200877068892347,0.0388668400164226,0.861577578051088,0.392234114288867
diabetes,random_forest,7,0.1,202944,20294,182650,16.3203375000012,64.1691231000004,0.767421873803127,0.44281914893617,0.0471070872825011,0.0851553509781358,0.858975875118259,0.32508564757363
diabetes,logistic_regression,7,0.05,202944,10147,192797,13.4102507999996,1.68976260000636,0.810683006635602,0.468378378378378,0.245154901683406,0.321849753923298,0.856058814254179,0.383869798443034
diabetes,random_forest,7,0.05,202944,10147,192797,13.4102507999996,63.0780620000005,0.783954574510483,0.457438650306748,0.168765030414486,0.246564017774104,0.856295332702617,0.347391197345838
diabetes,logistic_regression,7,0.01,202944,2029,200915,10.3627190999978,1.46055979999801,0.798865316494314,0.399231631182968,0.352808035082756,0.374586963051968,0.835856196783349,0.366676612517297
diabetes,random_forest,7,0.01,202944,2029,200915,10.3627190999978,61.7777525999991,0.788546772612022,0.432930575465902,0.299052199745367,0.353748326639893,0.847760958688111,0.370617446824485
diabetes,logistic_regression,8,0.5,202944,101472,101472,38.4895095000029,1.68982289999985,0.820586787135317,0.598550724637681,0.0584241052482671,0.106457017656915,0.86335146641438,0.401164122173889
diabetes,random_forest,8,0.5,202944,101472,101472,38.4895095000029,63.1723416000023,0.782553078900873,0.474226804123711,0.104116565285047,0.170745853149287,0.859094134342479,0.349340689710896
diabetes,logistic_regression,8,0.25,202944,50736,152208,25.0454700999981,1.43881980000151,0.818436269934644,0.609375,0.00551704625831094,0.0109350904247862,0.860946862188584,0.396203167928121
diabetes,random_forest,8,0.25,202944,50736,152208,25.0454700999981,59.2008161999984,0.76592421613098,0.443896424167694,0.0509265808459471,0.0913705583756345,0.858877325764743,0.318891418770557
diabetes,logistic_regression,8,0.1,202944,20294,182650,17.1976993000062,1.43530540000211,0.815575930056672,0.5,0.000848776347432452,0.00169467589323542,0.860670923998739,0.392722848342896
diabetes,random_forest,8,0.1,202944,20294,182650,17.1976993000062,65.4019852999991,0.741382833946245,0.318181818181818,0.0227754986561041,0.0425082508250825,0.857044307789341,0.284024022722449
diabetes,logistic_regression,8,0.05,202944,10147,192797,14.0676509000041,1.24677909999446,0.809703038650877,0,0,0,0.860670923998739,0.385611132243832
diabetes,random_forest,8,0.05,202944,10147,192797,14.0676509000041,75.297281799998,0.724456151759767,0.236914600550964,0.0121657943131985,0.0231431646932185,0.856906338694418,0.262481394685955
diabetes,logistic_regression,8,0.01,202944,2029,200915,12.9221510000061,1.91192549999687,0.798736301854546,0.538804638715433,0.0854434856415335,0.147496947496948,0.862385682749921,0.36697295226614
diabetes,random_forest,8,0.01,202944,2029,200915,12.9221510000061,63.2845701999977,0.769888774831568,0.467094703049759,0.0411656528504739,0.0756630265210608,0.859862819299905,0.331619354153402
diabetes,logistic_regression,9,0.5,202944,101472,101472,42.8176604000037,1.81451389999711,0.819572149169179,0.559602649006622,0.0956288018107229,0.163344206838226,0.863509145380006,0.399515304158724
diabetes,random_forest,9,0.5,202944,101472,101472,42.8176604000037,62.4635236999966,0.790232860434506,0.480836236933798,0.136652991936625,0.212822207534699,0.859153263954588,0.360876000027143
diabetes,logistic_regression,9,0.25,202944,50736,152208,25.3346806000045,1.36719530000119,0.816623747797584,0.583963691376702,0.0546046116848211,0.0998706338939198,0.862858719646799,0.397113283422066
diabetes,random_forest,9,0.25,202944,50736,152208,25.3346806000045,62.0959397999977,0.786793048845608,0.497816593886463,0.112887254208516,0.184040590405904,0.860532954903816,0.359889154391883
diabetes,logistic_regression,9,0.1,202944,20294,182650,18.5707947000046,1.54758289999882,0.807681469678589,0,0,0,0.860670923998739,0.378053162297709
diabetes,random_forest,9,0.1,202944,20294,182650,18.5707947000046,65.9737493000066,0.757050276944699,0.427055702917772,0.0455509973122082,0.0823213600920363,0.858502838221381,0.309553056825689
diabetes,logistic_regression,9,0.05,202944,10147,192797,13.3341329999967,1.35666309999942,0.80476965287998,0.44794864638571,0.227047672938181,0.301351858805858,0.853319142226427,0.374421682793053
diabetes,random_forest,9,0.05,202944,10147,192797,13.3341329999967,63.6183549999987,0.773416221909366,0.441814595660749,0.126750601216579,0.196988018027921,0.856019394512772,0.329318306550977
diabetes,logistic_regression,9,0.01,202944,2029,200915,10.810080999996,1.31307860000379,0.792453192196424,0.4,0.000565850898288301,0.00113010312190987,0.860631504257332,0.363000237270337
diabetes,random_forest,9,0.01,202944,2029,200915,10.810080999996,68.0697568000032,0.697584750505539,0.138801261829653,0.00622435988117131,0.0119144327105334,0.856157363607695,0.244077704691416
diabetes,logistic_regression,10,0.5,202944,101472,101472,50.6980438999963,8.55459640000481,0.818839302799308,0.598377281947262,0.0417315037487622,0.0780216873842899,0.862582781456954,0.399689122013695
diabetes,random_forest,10,0.5,202944,101472,101472,50.6980438999963,57.4680100999976,0.776721754541566,0.479151943462898,0.095911727259867,0.15983026874116,0.859508041627247,0.340357581024503
diabetes,logistic_regression,10,0.25,202944,50736,152208,24.6202268999987,1.43578030000208,0.815028186788837,0.497855611150822,0.197057575328901,0.282355325833587,0.8604344055503,0.386116566270614
diabetes,random_forest,10,0.25,202944,50736,152208,24.6202268999987,55.381392400006,0.789807237980943,0.468396054073803,0.1813552129014,0.261472567815623,0.857261116367077,0.359405674174782
diabetes,logistic_regression,10,0.1,202944,20294,182650,15.0974249999999,1.40768879999814,0.813145247528717,0.644230769230769,0.00947800254632904,0.0186811654816674,0.861262220119836,0.390432999415417
diabetes,random_forest,10,0.1,202944,20294,182650,15.0974249999999,63.2433204999979,0.75704915928972,0.429137760158573,0.0612533597397086,0.107204753651894,0.857852412488174,0.312249576731309
diabetes,logistic_regression,10,0.05,202944,10147,192797,14.6875101000041,1.91150170000037,0.812738009689667,0.574209245742092,0.0333852029990098,0.0631016042780749,0.861873226111637,0.385701123348017
diabetes,random_forest,10,0.05,202944,10147,192797,14.6875101000041,63.2102947999956,0.76924806210694,0.48664343786295,0.0592728815956995,0.105674653215637,0.860217596972564,0.334298592565431
diabetes,logistic_regression,10,0.01,202944,2029,200915,10.5090420999986,1.39911630000279,0.813434598684096,0.432237079869895,0.338378837176404,0.379592160596683,0.845888520971302,0.382025532122404
diabetes,random_forest,10,0.01,202944,2029,200915,10.5090420999986,62.353474399999,0.786138895105012,0.44248486443801,0.237798840005659,0.309348546190651,0.852057710501419,0.352064068708434
diabetes,logistic_regression,11,0.5,202944,101472,101472,41.2380431999991,1.38415080000414,0.815909997129959,0.583984375,0.0422973546470505,0.0788814140614695,0.862365972879218,0.395960405186379
diabetes,random_forest,11,0.5,202944,101472,101472,41.2380431999991,61.7723901000063,0.77534187502717,0.47008547008547,0.0933653982175697,0.155788976749675,0.859015294859666,0.334712093892906
diabetes,logistic_regression,11,0.25,202944,50736,152208,25.246158300004,1.45208160000038,0.812473237225091,0.550571679859279,0.0885556655821191,0.152571289300512,0.862937559129612,0.388505808046781
diabetes,random_forest,11,0.25,202944,50736,152208,25.246158300004,67.0819121000022,0.77875928168321,0.470765521398433,0.110482387890791,0.178964252978918,0.858759066540523,0.346556567309263
diabetes,logistic_regression,11,0.1,202944,20294,182650,17.2614975999968,1.49228230000153,0.809140542337316,0.55188679245283,0.0165511387749328,0.0321384425216316,0.86110454115421,0.381739632847463
diabetes,random_forest,11,0.1,202944,20294,182650,17.2614975999968,69.7294410999966,0.767506616347399,0.44578313253012,0.0680435705191682,0.118065783014237,0.858364869126458,0.325503345093582
diabetes,logistic_regression,11,0.05,202944,10147,192797,15.9406560999996,1.5848277000041,0.802145789358132,0,0,0,0.860670923998739,0.376056953180896
diabetes,random_forest,11,0.05,202944,10147,192797,15.9406560999996,73.2516899999973,0.709865561234837,0.318918918918919,0.0250389022492573,0.0464323189926548,0.856709239987386,0.255092898904358
diabetes,logistic_regression,11,0.01,202944,2029,200915,12.5603520000004,1.95637259999785,0.803132518345586,0,0,0,0.860670923998739,0.37537305673262
diabetes,random_forest,11,0.01,202944,2029,200915,12.5603520000004,72.5042180000019,0.712290142014522,0.264058679706601,0.0152779742537841,0.028884728537042,0.856866918953012,0.251913145964042
diabetes,logistic_regression,12,0.5,202944,101472,101472,44.3895697999978,1.76685159999761,0.82105469582205,0.602197802197802,0.0387607865327486,0.0728335991493886,0.862503941974141,0.405415647304488
diabetes,random_forest,12,0.5,202944,101472,101472,44.3895697999978,61.494251499993,0.780155626361176,0.475,0.104823878907908,0.171746436435276,0.859133554083885,0.341067072195639
diabetes,logistic_regression,12,0.25,202944,50736,152208,24.9687819999963,1.46199269999488,0.818752360580454,0.613095238095238,0.0437119818927713,0.0816057044764294,0.862917849258909,0.400735069138255
diabetes,random_forest,12,0.25,202944,50736,152208,24.9687819999963,61.6301190000013,0.787807879566735,0.508731966590736,0.0947800254632904,0.159790126401145,0.861124251024913,0.359144132275226
diabetes,logistic_regression,12,0.1,202944,20294,182650,16.6800087000011,1.38800209999317,0.813257202542048,0.605454545454545,0.0471070872825011,0.0874130463315396,0.862957269000315,0.393415886552819
diabetes,random_forest,12,0.1,202944,20294,182650,16.6800087000011,62.9408291,0.769350065131587,0.471657754010695,0.0623850615362852,0.110194902548726,0.859626300851466,0.330173410457512
diabetes,logistic_regression,12,0.05,202944,10147,192797,13.1183518999969,1.44082920000073,0.806498796335801,0,0,0,0.860670923998739,0.380497221045127
diabetes,random_forest,12,0.05,202944,10147,192797,13.1183518999969,67.9291032000037,0.731122231565782,0.336206896551724,0.0275852312915547,0.0509870571316512,0.856926048565121,0.278081028391179
diabetes,logistic_regression,12,0.01,202944,2029,200915,11.0621709000043,1.44843680000486,0.803834039600032,0,0,0,0.860670923998739,0.368952589106347
diabetes,random_forest,12,0.01,202944,2029,200915,11.0621709000043,64.9088435999947,0.724242328164345,0.240131578947368,0.0103267788937615,0.0198019801980198,0.857556764427625,0.270869357272836
diabetes,logistic_regression,13,0.5,202944,101472,101472,46.0281220999968,2.06924920000165,0.81890739228439,0.572681704260652,0.0646484651294384,0.116181517732299,0.862957269000315,0.401811776301534
diabetes,random_forest,13,0.5,202944,101472,101472,46.0281220999968,62.1534037000019,0.785301207838721,0.480491715660075,0.127174989390296,0.201118568232662,0.859232103437401,0.351041046510116
diabetes,logistic_regression,13,0.25,202944,50736,152208,25.9817040000053,1.39479319999373,0.818195729525849,0.612612612612613,0.00961946527090112,0.018941504178273,0.86116367076632,0.39915962667218
diabetes,random_forest,13,0.25,202944,50736,152208,25.9817040000053,57.6086888999998,0.771198436457053,0.452341137123746,0.0765313339934927,0.13091349062311,0.858423998738568,0.330447883618957
diabetes,logistic_regression,13,0.1,202944,20294,182650,16.1697329000017,1.40928159999748,0.812874499659477,0.666666666666667,0.00141462724572075,0.00282326369282891,0.860769473352255,0.393105958232433
diabetes,random_forest,13,0.1,202944,20294,182650,16.1697329000017,67.0962835999962,0.759587580518092,0.453143534994069,0.0540387607865327,0.0965621840242669,0.859113844213182,0.319725140505501
diabetes,logistic_regression,13,0.05,202944,10147,192797,13.9509907000029,2.13563669999712,0.813727939381815,0.571619812583668,0.0604045833922761,0.109263050153531,0.862779880163986,0.390285432310467
diabetes,random_forest,13,0.05,202944,10147,192797,13.9509907000029,61.8073896999995,0.758519121795441,0.440196078431373,0.0635167633328618,0.111014958585734,0.858266319772942,0.317249759407291
diabetes,logistic_regression,13,0.01,202944,2029,200915,10.5942960000029,1.38411379999889,0.814135110809482,0.547619047619048,0.0813410666289433,0.141643059490085,0.862641911069063,0.389992400717673
diabetes,random_forest,13,0.01,202944,2029,200915,10.5942960000029,63.4549381999968,0.776504796652833,0.464285714285714,0.0533314471636724,0.095673137926659,0.85952775149795,0.337891370367276
diabetes,logistic_regression,14,0.5,202944,101472,101472,42.7917406999986,1.71099900000263,0.818208443256185,0.561643835616438,0.0811996039043712,0.1418860462242,0.863154367707348,0.396938724625482
diabetes,random_forest,14,0.5,202944,101472,101472,42.7917406999986,56.6855168000038,0.784832933079488,0.472237801458216,0.119111614089687,0.190239493899684,0.858719646799117,0.353719015278833
diabetes,logistic_regression,14,0.25,202944,50736,152208,26.6483832999947,1.40227260000393,0.815447579530733,0.569190600522193,0.0616777479134248,0.111295469049138,0.862760170293283,0.392961589558496
diabetes,random_forest,14,0.25,202944,50736,152208,26.6483832999947,56.9346009000001,0.770292356804983,0.478198713366691,0.0946385627387183,0.15800661313179,0.85946862188584,0.336130642545089
diabetes,logistic_regression,14,0.1,202944,20294,182650,16.7873899999977,1.57344069999817,0.801678591759132,0.666666666666667,0.000282925449144151,0.000565610859728507,0.860690633869442,0.372372167656728
diabetes,random_forest,14,0.1,202944,20294,182650,16.7873899999977,63.5169824000041,0.755915332328893,0.430609597924773,0.046965624557929,0.0846938775510204,0.858561967833491,0.310441405939628
diabetes,logistic_regression,14,0.05,202944,10147,192797,12.7056060999967,1.39484810000431,0.808856499233193,0.451889168765743,0.253784127882303,0.325029441072561,0.853141753390098,0.380360756788018
diabetes,random_forest,14,0.05,202944,10147,192797,12.7056060999967,61.9148625999951,0.778533625523116,0.440750879937427,0.159428490592729,0.234157490130895,0.854698833175654,0.334710435408535
diabetes,logistic_regression,14,0.01,202944,2029,200915,10.2572278999942,1.27757859999838,0.798962516842129,0.512640449438202,0.103267788937615,0.171906275756505,0.861380479344055,0.369845249976066
diabetes,random_forest,14,0.01,202944,2029,200915,10.2572278999942,61.8892006000024,0.754766444562274,0.425925925925926,0.0422973546470505,0.0769527731308712,0.858621097445601,0.313327669420121
diabetes,logistic_regression,15,0.5,202944,101472,101472,40.6404947999981,1.58553530000063,0.817474683324853,0.613412228796844,0.0439949073419154,0.0821013727560718,0.862937559129612,0.403010586543618
diabetes,random_forest,15,0.5,202944,101472,101472,40.6404947999981,540.4129445,0.782601896126617,0.490012484394507,0.111048238789079,0.181063314496598,0.860040208136235,0.348282930543456
diabetes,logistic_regression,15,0.25,202944,50736,152208,30.7206217999992,1.90147779999825,0.814517878483646,0.571428571428571,0.0011317017965766,0.00225892983199209,0.860710343740145,0.397540900908823
diabetes,random_forest,15,0.25,202944,50736,152208,30.7206217999992,69.4446578000061,0.75188492917192,0.392131979695431,0.0437119818927713,0.0786559755631921,0.857320245979186,0.300847329339643
diabetes,logistic_regression,15,0.1,202944,20294,182650,19.0169391999952,1.91781310000079,0.808353405471883,0,0,0,0.860670923998739,0.385890433448841
